NAME,CLUB,LEAGUE,NATION,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,WORKRATE,STRONGFOOT,WEAKFOOT,SKILLMOVES,LOADDATE
Jamille Matt,Newport County,England EFL League Two,,ST,Bronze,62,64,54,55,58,60,81,Medium / Medium,Right,3,2,
Facundo Cobos,Godoy Cruz,Argentina Primera División ,Argentina,LB,Bronze,62,78,53,53,63,32,54,High / Low,Left,3,2,
Sho Ito,Yokohama F·Marinos,Japan J1 League,Japan,ST,Bronze,62,52,34,41,39,61,71,High / Low,Right,3,2,
Jake Gray,Yeovil Town,England EFL League Two,England,RM,Bronze,62,72,56,59,64,26,33,Medium / Medium,Right,3,2,
Josh Sheehan,Newport County,England EFL League Two,Wales,CM,Bronze,62,78,60,53,66,41,54,High / Medium,Right,3,2,
Michael Petrasso,Montreal Impact,USA Major League Soccer,Canada,RB,Bronze,62,62,52,58,68,25,42,Medium / Medium,Right,3,3,
Jordan Cranston,Morecambe,England EFL League Two,Wales,LB,Bronze,62,74,30,48,61,60,58,High / Medium,Left,2,2,
Sebastian Ohlsson,Trelleborgs FF,Sweden Allsvenskan,Sweden,CDM,Bronze,62,71,58,55,67,29,38,Medium / High,Right,2,2,
Johan Branger-Engone,Oldham Athletic,England EFL League Two,Gabon,LM,Bronze,62,51,45,62,57,62,69,High / Medium,Left,2,4,
Glen Rea,Luton Town,England EFL League One,Republic of Ireland,CB,Bronze,62,76,53,54,67,25,45,Medium / High,Right,3,2,
Randell Williams,Wycombe Wanderers,England EFL League One,England,RW,Bronze,62,76,52,54,58,57,67,High / Medium,Right,3,2,
Ubong Moses Ekpai,Viktoria Plzeň,Czech Republic HET Liga,Niger,RM,Bronze,62,64,33,51,59,59,68,Medium / Medium,Right,3,2,
Sean Hoare,Dundalk FC,Rep. Ireland Airtricity League,Republic of Ireland,CB,Bronze,62,70,46,57,60,56,73,Medium / Medium,Right,2,2,
Kevin Goden,1. FC Nürnberg,Germany 1. Bundesliga,Germany,RB,Bronze,62,67,59,49,64,38,54,Medium / Medium,Right,2,2,
Kazuaki Mawatari,Sanfrecce Hiroshima,Japan J1 League,Japan,RB,Bronze,62,75,52,58,66,42,47,Medium / Medium,Right,3,2,
Filippo Melegoni,Pescara,Italy Serie B,Italy,CM,Bronze,62,49,29,42,42,61,69,Medium / Medium,Right,3,2,
Aaron Berzel,TSV 1860 München,Germany 3. Liga,Germany,CDM,Bronze,62,70,40,47,53,59,72,High / Medium,Right,3,2,
Matthias Kühne,FC Carl Zeiss Jena,Germany 3. Liga,Germany,RB,Bronze,62,64,38,58,61,57,40,Medium / Medium,Right,3,2,
Sebastian Bauer,Admira Wacker,Austria Bundesliga,Austria,CB,Bronze,62,66,60,56,65,30,57,Medium / Medium,Right,3,2,
Marcel Baude,Energie Cottbus,Germany 3. Liga,Germany,RB,Bronze,62,68,38,55,59,59,74,Medium / Medium,Right,2,2,
Erdoğan Yeşilyurt,Sivasspor,Turkey Süper Lig,Germany,RM,Bronze,62,65,38,50,54,60,67,Medium / Medium,Right,5,3,
Morten Ågnes Konradsen,FK Bodø/Glimt,Norway Eliteserien,Norway,CM,Bronze,62,76,59,58,62,34,61,Medium / Medium,Right,3,3,
Jermaine Anderson,Doncaster Rovers,England EFL League One,England,CM,Bronze,62,87,54,52,62,22,58,Medium / Medium,Left,3,2,
George Glendon,Carlisle United,England EFL League Two,England,CM,Bronze,62,76,30,51,60,58,66,Medium / Medium,Right,2,2,
Shay Facey,Northampton Town,England EFL League Two,England,RB,Bronze,62,77,52,53,64,58,67,Medium / Medium,Right,2,2,
Luke McCullough,Tranmere Rovers,England EFL League Two,Northern Ireland,CDM,Bronze,62,72,32,50,55,61,69,Medium / Medium,Right,3,2,
Yuki Nogami,Sanfrecce Hiroshima,Japan J1 League,Japan,CB,Bronze,62,46,32,33,39,64,64,Medium / High,Right,2,2,
Anderson López,Cercle Brugge,Belgium Jupiler Pro League,Netherlands,RW,Bronze,62,56,57,60,59,53,72,Medium / Medium,Right,3,3,
Neto Borges,Hammarby IF,Sweden Allsvenskan,Brazil,LB,Bronze,62,59,44,61,62,60,68,High / Medium,Left,3,2,
Luca Napoleone,Mouscron,Belgium Jupiler Pro League,Belgium,CAM,Bronze,62,70,56,58,63,44,61,High / Medium,Right,4,2,
Daniel-Kofi Kyereh,SV Wehen Wiesbaden,Germany 3. Liga,Ghana,ST,Bronze,62,45,24,39,41,59,69,Medium / Medium,Right,3,4,
Andrea Tabanelli,Lecce,Italy Serie B,Italy,CM,Bronze,62,34,34,45,38,59,71,Medium / Medium,Right,3,2,
Konrad Nowak,Górnik Zabrze,Poland Ekstraklasa,Poland,RM,Bronze,62,71,45,59,64,54,52,Medium / Medium,Right,3,2,
David Kopacz,VfB Stuttgart,Germany 1. Bundesliga,Poland,CAM,Bronze,62,75,25,42,61,64,57,Medium / Medium,Right,3,3,
Tsukasa Morishima,Sanfrecce Hiroshima,Japan J1 League,Japan,CAM,Bronze,62,73,57,57,64,40,43,Medium / Medium,Right,3,3,
Saleh Al Shehri,Al Raed,Saudi Dawry Jameel League,Saudi Arabia,ST,Bronze,62,65,61,46,56,37,61,Medium / Medium,Right,2,3,
Efkan Bekiroglu,TSV 1860 München,Germany 3. Liga,Germany,CAM,Bronze,62,36,62,62,62,55,48,Medium / Medium,Right,3,3,
Luka Luković,Mouscron,Belgium Jupiler Pro League,Serbia,CM,Bronze,62,87,50,53,64,32,45,Medium / Medium,Right,5,2,
Connor Krempicki,KFC Uerdingen 05,Germany 3. Liga,Germany,CM,Bronze,62,54,46,64,59,53,60,Medium / Medium,Right,4,3,
Mohammed Al Amri,Al Raed,Saudi Dawry Jameel League,Saudi Arabia,LB,Bronze,62,58,49,53,54,58,68,High / Medium,Left,3,3,
Mikkel Frankoch,Vendsyssel FF,Denmark Superliga,Denmark,CDM,Bronze,62,70,38,55,56,52,66,Medium / High,Right,2,2,
Abdulrahman Al Barakah,Al Fayha,Saudi Dawry Jameel League,Saudi Arabia,CDM,Bronze,62,76,39,54,52,61,65,Medium / High,Right,3,2,
Bader Mansour Al Seli...,Al Raed,Saudi Dawry Jameel League,Saudi Arabia,CM,Bronze,62,85,32,50,66,54,59,Medium / Medium,Right,3,2,
Dennis Olsson,GIF Sundsvall,Sweden Allsvenskan,Sweden,LWB,Bronze,62,76,47,53,61,58,68,Medium / Medium,Left,2,2,
Jordan Beyer,Borussia M'gladbach,Germany 1. Bundesliga,Germany,RB,Bronze,62,55,49,62,59,50,64,Medium / Medium,Right,3,2,
Mert Müldür,Rapid Wien,Austria Bundesliga,Turkey,CB,Bronze,62,66,26,29,32,65,66,Medium / Medium,Right,4,2,
Jim McNulty,Rochdale,England EFL League One,Scotland,CB,Bronze,62,63,27,46,60,59,64,Low / Medium,Left,2,2,
Giampietro Perrulli,Cremonese,Italy Serie B,Italy,CAM,Bronze,62,76,53,59,66,58,63,Medium / Medium,Right,3,2,
Enzo Loiodice,Dijon FCO,France Ligue 1,France,CM,Bronze,62,71,48,62,66,54,68,Medium / Medium,Left,3,3,
Junior Morias,Northampton Town,England EFL League Two,,ST,Bronze,62,55,27,49,55,61,67,High / High,Right,3,2,
Dhaifallah Al Qarni,Al Fayha,Saudi Dawry Jameel League,Saudi Arabia,CDM,Bronze,62,70,55,63,62,48,65,Medium / Medium,Right,2,2,
Kieran Kennedy,Shrewsbury Town,England EFL League One,England,CB,Bronze,62,68,55,55,68,36,52,Medium / Medium,Right,3,2,
Ruben Droehnle,US Orléans,France Ligue 2,France,CB,Bronze,62,77,51,58,65,32,56,Medium / Medium,Left,3,2,
Simon Strand,Dalkurd FF,Sweden Allsvenskan,Sweden,RB,Bronze,62,57,26,41,49,63,68,High / Medium,Right,4,2,
Dominic Oduro,San Jose Earthquakes,USA Major League Soccer,Ghana,RM,Bronze,62,70,42,58,65,54,69,High / Medium,Right,1,2,
Florian Mayer,Borussia M'gladbach,Germany 1. Bundesliga,Germany,CB,Bronze,62,69,62,61,63,40,59,Medium / Medium,Right,3,2,
Henrik Löfkvist,Dalkurd FF,Sweden Allsvenskan,Sweden,CB,Bronze,62,59,24,38,46,62,67,High / Medium,Right,2,2,
Klauss,HJK Helsinki,Finland Veikkausliiga,Brazil,ST,Bronze,62,83,27,46,58,59,70,Medium / Medium,Right,3,2,
Zhang Yu,Beijing Sinobo Guoan,China Super League,China PR,CB,Bronze,62,77,43,57,61,57,65,Medium / Medium,Left,3,2,
Kevin McHattie,Derry City,Rep. Ireland Airtricity League,Scotland,LB,Bronze,62,67,38,51,61,62,64,Medium / Medium,Left,2,2,
Niki Jackson,Colorado Rapids,USA Major League Soccer,United States,ST,Bronze,62,59,55,57,56,60,66,Medium / Medium,Right,3,2,
Wyatt Omsberg,Minnesota United FC,USA Major League Soccer,United States,CB,Bronze,62,69,60,60,64,45,69,Low / High,Right,2,2,
Chris Mueller,Orlando City SC,USA Major League Soccer,United States,RM,Bronze,62,79,56,58,64,40,55,High / Medium,Right,3,2,
Alex Roldan,Seattle Sounders,USA Major League Soccer,United States,LM,Bronze,62,44,51,53,56,58,78,High / Medium,Right,2,3,
Mounir Bouziane,Hansa Rostock,Germany 3. Liga,France,LM,Bronze,62,68,43,48,62,59,66,High / Medium,Left,3,3,
Jasper van der Werff,Red Bull Salzburg,Austria Bundesliga,Switzerland,CB,Bronze,62,63,48,57,65,57,71,Low / Medium,Right,3,2,
Aaron Herrera,Real Salt Lake,USA Major League Soccer,United States,LB,Bronze,62,76,58,66,63,55,60,High / Medium,Right,3,2,
Adrian Gryszkiewicz,Górnik Zabrze,Poland Ekstraklasa,Poland,LB,Bronze,62,75,64,52,61,33,56,Medium / Medium,Left,3,2,
Daniel Smuga,Górnik Zabrze,Poland Ekstraklasa,Poland,ST,Bronze,62,74,60,53,61,44,71,Medium / Medium,Right,5,3,
Mikkel Agger,Sarpsborg 08 FF,Norway Eliteserien,Denmark,ST,Bronze,62,68,62,61,65,56,59,Medium / Medium,Right,3,2,
Yusuf Çelik,Antalyaspor,Turkey Süper Lig,Turkey,CB,Bronze,62,58,51,61,59,58,62,Low / Medium,Right,1,2,
Marcus Pode,Trelleborgs FF,Sweden Allsvenskan,Sweden,ST,Bronze,62,72,29,51,58,61,57,Medium / Medium,Right,3,2,
Abdulfatah Adam,Al Taawoun,Saudi Dawry Jameel League,Saudi Arabia,ST,Bronze,62,75,61,43,60,31,63,High / Low,Right,3,2,
Haroune Camara,Al Qadsiah,Saudi Dawry Jameel League,Saudi Arabia,ST,Bronze,62,60,48,54,56,60,68,High / Low,Right,3,2,
Sean Kavanagh,Shamrock Rovers,Rep. Ireland Airtricity League,Republic of Ireland,LB,Bronze,62,69,57,61,65,43,46,High / Medium,Left,3,3,
Kai Brünker,Bradford City,England EFL League One,Germany,ST,Bronze,62,64,47,56,59,60,73,High / High,Right,3,2,
Michael Obafemi,Southampton,England Premier League,Republic of Ireland,ST,Bronze,62,67,56,61,62,57,59,Medium / Low,Right,3,2,
Jon Bakero,Toronto FC,USA Major League Soccer,Spain,CF,Bronze,62,71,51,63,61,33,56,Medium / Medium,Right,4,2,
Eirik Valla Dønnem,Ranheim Fotball,Norway Eliteserien,Norway,CDM,Bronze,62,69,42,57,59,60,71,Low / High,Right,3,2,
Oumar Solet,Olympique Lyonnais,France Ligue 1,France,CB,Bronze,62,52,45,53,57,60,72,Medium / Medium,Right,4,2,
Rakish Bingham,Hamilton Academical,Scotland Premiership,England,ST,Bronze,62,71,59,51,60,40,61,High / Medium,Right,3,2,
Ferdy Druijf,AZ,Holland Eredivisie,Netherlands,ST,Bronze,62,63,30,47,56,62,62,Medium / Medium,Right,3,2,
David Otto,TSG 1899 Hoffenheim,Germany 1. Bundesliga,Germany,ST,Bronze,62,61,24,55,64,62,62,Medium / Medium,Right,3,3,
Marius Lode,FK Bodø/Glimt,Norway Eliteserien,Norway,CB,Bronze,62,71,52,55,64,23,51,Medium / Medium,Right,3,2,
Wilson Piñones,Union La Calera,Chile Campeonato Nacional Scotiabank,Chile,CDM,Bronze,62,59,27,47,42,62,71,Medium / High,Right,3,2,
Dan Butler,Newport County,England EFL League Two,England,LWB,Bronze,62,78,58,56,63,37,62,High / High,Left,3,2,
Dayle Grubb,Forest Green Rovers,England EFL League Two,England,RM,Bronze,62,51,58,63,68,64,61,Medium / Medium,Right,3,2,
Nam Seung Woo,Gangwon FC,Korea K-League Classic,Korea Republic,CAM,Bronze,62,56,41,56,59,60,68,Medium / Medium,Right,3,3,
Awadh Ali Khrees,Al Faisaly,Saudi Dawry Jameel League,Saudi Arabia,RB,Bronze,62,71,32,47,53,58,70,High / High,Right,4,2,
Harrison Delbridge,Melbourne City,Australia Hyundai A-League,Australia,CB,Bronze,62,75,54,60,66,48,68,High / Medium,Left,3,2,
Filip Kusić,Erzgebirge Aue,Germany 2. Bundesliga,Serbia,CB,Bronze,62,66,60,56,64,37,61,Medium / Medium,Right,3,2,
Alex Bray,Rotherham United,England EFL Championship,England,RM,Bronze,62,53,51,62,60,62,62,High / Medium,Right,3,3,
Yahya Al Musallam,Al Raed,Saudi Dawry Jameel League,Saudi Arabia,CB,Bronze,62,54,62,41,58,30,54,Medium / Medium,Left,3,2,
Drey Wright,St. Johnstone,Scotland Premiership,England,RM,Bronze,62,51,28,35,40,61,68,High / High,Right,4,3,
Birk Risa,Odds Ballklubb,Norway Eliteserien,Norway,RW,Bronze,62,67,37,51,54,60,62,Medium / Medium,Left,3,3,
Fritiof Björkén,IF Brommapojkarna,Sweden Allsvenskan,Sweden,RB,Bronze,62,52,31,34,39,63,67,Medium / Medium,Right,3,2,
Steve McNulty,Tranmere Rovers,England EFL League Two,England,CB,Bronze,62,66,36,60,63,55,59,Low / High,Right,3,2,
Mats van Kins,ADO Den Haag,Holland Eredivisie,Netherlands,CAM,Bronze,62,75,51,61,68,32,41,Medium / Medium,Left,3,3,
Fraser Hornby,Everton,England Premier League,Scotland,ST,Bronze,62,84,57,48,62,34,68,Medium / Medium,Right,0,2,
Hans Norbye,Tromsø IL,Norway Eliteserien,Norway,RB,Bronze,62,76,57,58,66,37,38,High / Medium,Right,3,2,
Rafhael Lucas,Jaguares de Córdoba,Colombia Liga Aguila,Brazil,ST,Bronze,62,55,50,57,52,56,70,Medium / Medium,Right,3,2,
Abdoulaye Dabo,FC Nantes,France Ligue 1,France,CM,Bronze,62,42,45,58,58,61,74,High / Medium,Left,2,3,
Qiu Tianyi,Tianjin Teda,China Super League,China PR,CB,Bronze,62,83,50,57,67,38,49,Medium / Medium,Right,2,2,
Zhang Cheng,Tianjin Quanjian,China Super League,China PR,RB,Bronze,62,69,33,42,57,63,59,Medium / Medium,Right,3,2,
Christoph Kobald,Karlsruher SC,Germany 3. Liga,Austria,CB,Bronze,62,66,27,35,38,61,73,Medium / Medium,Right,3,2,
Liu Yiming,Tianjin Quanjian,China Super League,China PR,CB,Bronze,62,83,35,51,60,58,54,Low / High,Right,2,2,
Longchang Lin,Guizhou Hengfeng,China Super League,China PR,CB,Bronze,62,68,52,52,56,57,64,Low / Medium,Right,2,2,
Festus Baise,Guizhou Hengfeng,China Super League,Hong Kong,CB,Bronze,62,80,62,42,63,24,48,High / Medium,Right,3,2,
Franck Kanoute,Pescara,Italy Serie B,Senegal,CM,Bronze,62,57,35,41,42,60,61,High / Medium,Right,3,2,
Arbey Mosquera,La Equidad,Colombia Liga Aguila,Colombia,ST,Bronze,62,43,63,44,57,27,62,Medium / Medium,Right,3,2,
Carlos Pérez,Alianza Petrolera,Colombia Liga Aguila,Colombia,CB,Bronze,62,55,30,43,47,65,59,Medium / Medium,Right,3,2,
Lenny Pintor,Olympique Lyonnais,France Ligue 2,France,ST,Bronze,62,67,51,60,60,56,67,Medium / Medium,Right,3,2,
Ronald Hernández,Stabæk Fotball,Norway Eliteserien,Venezuela,RB,Bronze,62,73,27,54,60,58,62,Medium / Medium,Right,3,2,
Idrisa Sambú,Mouscron,Belgium Jupiler Pro League,Portugal,LW,Bronze,62,64,54,57,57,60,64,High / Low,Right,4,3,
Nicolás Sessa,VfR Aalen,Germany 3. Liga,Germany,CAM,Bronze,62,70,46,59,65,38,45,Medium / Low,Left,3,3,
Sondre Sørli,Kristiansund BK,Norway Eliteserien,Norway,LM,Bronze,62,69,45,59,58,63,69,Medium / Medium,Left,1,2,
Ryan Delaney,Rochdale,England EFL League One,Republic of Ireland,CB,Bronze,62,66,41,60,59,60,63,Medium / High,Left,2,2,
Jeon Hyeon Chul,Daegu FC,Korea K-League Classic,Korea Republic,CAM,Bronze,62,50,40,53,54,63,72,Medium / Medium,Right,3,2,
Emmanuel Ogude,Vendsyssel FF,Denmark Superliga,Nigeria,ST,Bronze,62,77,57,57,61,27,65,High / Medium,Left,3,3,
Pierre-Daniel Nguinda,Cercle Brugge,Belgium Jupiler Pro League,Cameroon,RB,Bronze,62,66,55,57,64,43,64,Medium / Medium,Right,2,2,
Lewis Spence,Dundee FC,Scotland Premiership,Scotland,CM,Bronze,62,59,49,61,57,56,64,Medium / High,Right,3,2,
Vincent Bezecourt,New York Red Bulls,USA Major League Soccer,France,CAM,Bronze,62,69,51,55,61,61,61,Medium / Medium,Left,4,3,
Tijjani Reijnders,AZ,Holland Eredivisie,Netherlands,CM,Bronze,62,63,37,55,60,58,59,Medium / Medium,Right,3,3,
John Mountney,Dundalk FC,Rep. Ireland Airtricity League,Republic of Ireland,RM,Bronze,62,59,55,64,64,42,58,Medium / Low,Right,3,3,
Furkan Motori,Trelleborgs FF,Sweden Allsvenskan,Sweden,LM,Bronze,62,70,51,55,66,31,42,High / Low,Right,2,3,
Ali Hassan Al Asmari,Ohod Club,Saudi Dawry Jameel League,Saudi Arabia,CM,Bronze,62,78,60,47,57,25,62,Medium / Medium,Right,3,3,
Yeo Reum,Sangju Sangmu,Korea K-League Classic,Korea Republic,CM,Bronze,62,52,60,62,65,50,62,High / Medium,Right,4,2,
Rayco,CD Lugo,Spain Segunda A,Spain,CAM,Bronze,62,53,29,38,45,60,60,Medium / Medium,Right,3,2,
Ibrahima Wadji,FK Haugesund,Norway Eliteserien,Senegal,RW,Bronze,62,63,26,44,51,60,64,High / Medium,Right,3,2,
Anton Tideman,Trelleborgs FF,Sweden Allsvenskan,Sweden,LB,Bronze,62,75,34,46,58,60,62,Medium / High,Left,1,2,
Takashi Sawada,V-Varen Nagasaki,Japan J1 League,Japan,RW,Bronze,62,66,59,58,65,30,54,Medium / Low,Right,3,2,
Issouf Paro,Chamois Niortais FC,France Ligue 2,Burkina Faso,CB,Bronze,62,67,60,54,61,19,60,Low / Medium,Right,2,2,
Chris Porter,Crewe Alexandra,England EFL League Two,England,ST,Bronze,62,68,47,59,65,49,60,High / Medium,Right,4,2,
Opa Sanganté,La Berrichonne,France Ligue 2,Senegal,CM,Bronze,62,72,31,44,55,62,66,Medium / Medium,Right,3,2,
Marco Carraro,Foggia,Italy Serie B,Italy,CM,Bronze,62,42,41,51,48,58,70,Medium / Medium,Left,4,3,
Julius Kade,Hertha BSC,Germany 1. Bundesliga,Germany,CAM,Bronze,62,63,37,55,60,58,59,Medium / Medium,Left,2,3,
Rayane Aabid,AS Béziers,France Ligue 2,France,RM,Bronze,62,56,26,55,56,61,61,Medium / Medium,Left,3,3,
Albion Vrenezi,Jahn Regensburg,Germany 2. Bundesliga,Kosovo,ST,Bronze,62,83,56,44,61,31,63,Medium / Medium,Right,4,3,
Sofiane Ahmed-Kadi,Salernitana,Italy Serie B,France,RW,Bronze,62,69,49,39,57,49,67,High / Medium,Right,3,2,
Pablo López,Pachuca,Mexico Liga MX,Mexico,LM,Bronze,62,64,44,59,55,49,60,High / Medium,Left,3,2,
Tom Broadbent,Bristol Rovers,England EFL League One,England,CB,Bronze,62,66,28,40,50,58,74,Medium / High,Left,3,2,
Fernando Beltrán,Guadalajara,Mexico Liga MX,Mexico,CM,Bronze,62,63,61,44,56,28,70,Medium / Medium,Right,4,3,
Dominik Pelivan,SG Sonnenhof Großaspach,Germany 3. Liga,Germany,CDM,Bronze,62,60,25,32,39,59,75,Medium / High,Right,2,2,
Zotsara Randriambololona,Antwerp,Belgium Jupiler Pro League,Madagascar,CAM,Bronze,62,71,45,62,65,49,46,Medium / Medium,Right,3,3,
Jannes Hoffmann,SG Sonnenhof Großaspach,Germany 3. Liga,Germany,CM,Bronze,62,77,62,47,64,25,45,Medium / Medium,Right,3,2,
Fabian Senninger,SV Meppen,Germany 3. Liga,Germany,LB,Bronze,62,54,21,38,37,60,70,High / Medium,Right,4,3,
Julio Villalba,Borussia M'gladbach,Germany 1. Bundesliga,Paraguay,ST,Bronze,62,37,21,41,35,60,69,Medium / Medium,Right,3,3,
Brahim Konaté,Chamois Niortais FC,France Ligue 2,France,CM,Bronze,62,69,60,51,59,43,68,Medium / Medium,Right,3,2,
Doğan Erdoğan,LASK,Austria Bundesliga,Turkey,CM,Bronze,62,74,58,46,62,21,60,Medium / Medium,Right,3,3,
Marvin Kleihs,Würzburger Kickers,Germany 3. Liga,Germany,RWB,Bronze,62,76,59,54,65,26,45,Medium / Medium,Right,3,2,
Justin Möbius,Karlsruher SC,Germany 3. Liga,Germany,CAM,Bronze,62,79,34,58,64,53,69,High / Medium,Right,5,3,
El-Hadji Gana Kane,Sandefjord Fotball,Norway Eliteserien,Senegal,CB,Bronze,62,62,51,55,61,58,71,Medium / Medium,Right,3,2,
Ayo Simon Okosun,FC Midtjylland,Denmark Superliga,Denmark,CM,Bronze,62,82,59,49,64,24,48,High / Medium,Right,3,2,
Jorge Cruz,Tigres U.A.N.L.,Mexico Liga MX,Mexico,CB,Bronze,62,62,58,56,59,49,66,Low / Medium,Right,3,2,
Moussa Diallo,Eupen,Belgium Jupiler Pro League,Senegal,ST,Bronze,62,81,41,53,58,55,61,High / Medium,Right,3,2,
Patrick Puchegger,SKN St. Pölten,Austria Bundesliga,Austria,LB,Bronze,62,71,60,57,63,28,40,Medium / Medium,Left,4,2,
Bozhidar Kraev,FC Midtjylland,Denmark Superliga,Bulgaria,CM,Bronze,62,66,56,59,65,37,56,High / Medium,Right,3,3,
Kévin Appin,Cercle Brugge,Belgium Jupiler Pro League,France,RW,Bronze,62,73,57,58,61,42,61,High / Low,Right,3,3,
Jon Helge Tveita,Sarpsborg 08 FF,Norway Eliteserien,Norway,RB,Bronze,62,65,53,59,61,60,57,Medium / High,Right,3,2,
Luke Hemmerich,Erzgebirge Aue,Germany 2. Bundesliga,Germany,LM,Bronze,62,72,31,49,50,60,64,High / Medium,Right,2,2,
Ali Ibrahimaj,KFC Uerdingen 05,Germany 3. Liga,Germany,RM,Bronze,62,70,48,55,63,53,66,Medium / Medium,Right,4,3,
Robert Herrmann,Erzgebirge Aue,Germany 2. Bundesliga,Germany,RM,Bronze,62,57,39,55,57,60,66,Medium / Medium,Left,3,3,
Paul Digby,Forest Green Rovers,England EFL League Two,England,CDM,Bronze,62,72,23,32,37,60,73,Medium / High,Right,3,2,
Rocky Bushiri,Eupen,Belgium Jupiler Pro League,Belgium,CB,Bronze,62,79,58,43,60,23,68,Medium / Medium,Right,3,2,
Adrian Danek,Cracovia Kraków,Poland Ekstraklasa,Poland,RM,Bronze,62,73,40,50,59,60,58,Medium / Medium,Right,3,3,
Juan Torres,Lokeren,Belgium Jupiler Pro League,United States,CDM,Bronze,62,67,45,54,58,56,61,Medium / High,Right,3,2,
Paul Caddis,Blackburn Rovers,England EFL Championship,Scotland,RB,Bronze,62,72,37,52,63,59,66,Medium / Medium,Right,2,2,
Mike Owusu,SG Sonnenhof Großaspach,Germany 3. Liga,Germany,RM,Bronze,62,91,55,50,60,53,64,Medium / Medium,Right,3,3,
Rasmus Minor,Hobro IK,Denmark Superliga,Denmark,CB,Bronze,62,72,56,61,63,55,61,Medium / Medium,Left,2,2,
Bernard Kyere,Fortuna Köln,Germany 3. Liga,Ghana,CB,Bronze,62,72,55,52,66,36,45,Medium / Medium,Right,3,2,
Nama Fofana,La Berrichonne,France Ligue 2,France,RWB,Bronze,62,63,50,59,63,55,57,Medium / Medium,Right,3,2,
Mark Randall,Crawley Town,England EFL League Two,England,CM,Bronze,62,88,55,51,61,22,59,Medium / Low,Right,3,2,
Saša Balić,Zagłębie Lubin,Poland Ekstraklasa,Montenegro,LB,Bronze,62,74,41,51,61,59,62,High / Medium,Left,3,2,
Omar Ibrahim Hawsawi,Ohod Club,Saudi Dawry Jameel League,Saudi Arabia,CB,Bronze,62,52,42,52,53,60,70,Medium / High,Left,3,2,
Jefté,SV Mattersburg,Austria Bundesliga,Spain,ST,Bronze,62,68,61,46,55,36,73,High / Medium,Right,3,2,
Christian Huérfano,Millonarios,Colombia Liga Aguila,Colombia,RM,Bronze,62,80,51,51,65,33,53,Medium / High,Right,3,2,
Richard Duffy,Notts County,England EFL League Two,Wales,CB,Bronze,62,71,51,56,63,59,50,High / High,Right,3,2,
Tim Siedschlag,Holstein Kiel,Germany 2. Bundesliga,Germany,CM,Bronze,62,64,55,62,63,52,72,Medium / Medium,Right,3,2,
Pedro Neto,Lazio,Italy Serie A,Portugal,ST,Bronze,62,55,44,41,52,57,75,High / Medium,Left,3,3,
Hasan Bilal,Kasımpaşa,Turkey Süper Lig,Turkey,LM,Bronze,62,65,55,55,59,55,70,Medium / Medium,Left,2,2,
Ahmed Ildız,Yeni Malatyaspor,Turkey Süper Lig,Turkey,CDM,Bronze,62,69,62,59,64,30,49,Medium / Medium,Right,3,2,
Ruben Vargas,FC Luzern,Switzerland Super League,Switzerland,LW,Bronze,62,68,34,45,48,61,67,High / Medium,Left,3,3,
Rhian Brewster,Liverpool,England Premier League,England,ST,Bronze,62,67,46,56,60,51,57,High / Medium,Right,3,3,
Pál Dárdai,Hertha BSC,Germany 1. Bundesliga,Germany,LM,Bronze,62,59,49,56,55,60,64,Medium / Low,Left,2,3,
Marcus Degerlund,IFK Göteborg,Sweden Allsvenskan,Sweden,CB,Bronze,62,61,60,54,64,24,47,Medium / Medium,Left,3,2,
Arnór Sigurðsson,CSKA Moskva,Sweden Allsvenskan,Iceland,CF,Bronze,62,69,44,69,57,45,38,High / Medium,Right,3,2,
Stefan Antonijevic,Lillestrøm SK,Norway Eliteserien,United States,CB,Bronze,62,71,60,41,66,38,68,Low / High,Left,2,2,
Zak Jules,Shrewsbury Town,England EFL League One,Scotland,CB,Bronze,62,88,57,51,67,33,41,Medium / Medium,Left,2,2,
Will Miller,Burton Albion,England EFL League One,England,LM,Bronze,62,74,56,54,64,30,54,Medium / Medium,Right,2,2,
Dujon Sterling,Coventry City,England EFL League One,England,RWB,Bronze,62,55,63,49,58,28,68,Medium / Medium,Right,3,2,
